,group,day_number,source_file,reference_file,news_srouce,news_event,news_event_date,news_numer_in_day
266,11,13,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\turkish\20160728 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day13_Theguardian_turkish_27.txt,Theguardian,turkish,20160728,27
267,11,13,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\hk\20140927 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day13_NewYorkTimes_hk_39.txt,NewYorkTimes,hk,20140927,39
268,11,13,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140227 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day13_NewYorkTimes_crimea_118.txt,NewYorkTimes,crimea,20140227,118
269,11,13,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140227 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day13_NewYorkTimes_crimea_117.txt,NewYorkTimes,crimea,20140227,117
270,11,13,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140227 214900.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day13_CNN_crimea_6.txt,CNN,crimea,20140227,6
271,11,13,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140227 144800.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day13_CNN_crimea_5.txt,CNN,crimea,20140227,5
272,11,13,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140227 005600.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day13_CNN_crimea_4.txt,CNN,crimea,20140227,4
273,11,15,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140301 211100.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day15_CNN_crimea_15.txt,CNN,crimea,20140301,15
274,11,15,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140301 032500.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day15_CNN_crimea_14.txt,CNN,crimea,20140301,14
275,11,15,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140301 014300.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day15_CNN_crimea_13.txt,CNN,crimea,20140301,13
276,11,16,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140302 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day16_Theguardian_crimea_170.txt,Theguardian,crimea,20140302,170
277,11,16,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140302 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day16_Theguardian_crimea_169.txt,Theguardian,crimea,20140302,169
278,11,16,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140302 080800.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day16_CNN_crimea_16.txt,CNN,crimea,20140302,16
279,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140304 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_Theguardian_crimea_179.txt,Theguardian,crimea,20140304,179
280,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140304 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_Theguardian_crimea_178.txt,Theguardian,crimea,20140304,178
281,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140304 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_Theguardian_crimea_177.txt,Theguardian,crimea,20140304,177
282,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140304 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_NewYorkTimes_crimea_122.txt,NewYorkTimes,crimea,20140304,122
283,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 231500.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_35.txt,CNN,crimea,20140304,35
284,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 195900.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_34.txt,CNN,crimea,20140304,34
285,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 184700.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_33.txt,CNN,crimea,20140304,33
286,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 135100.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_32.txt,CNN,crimea,20140304,32
287,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 133000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_31.txt,CNN,crimea,20140304,31
288,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 124700.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_30.txt,CNN,crimea,20140304,30
289,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 124300.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_29.txt,CNN,crimea,20140304,29
290,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 124100.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_28.txt,CNN,crimea,20140304,28
291,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 100400.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_27.txt,CNN,crimea,20140304,27
292,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 061300.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_26.txt,CNN,crimea,20140304,26
293,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 033100.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_25.txt,CNN,crimea,20140304,25
294,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 031400.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_24.txt,CNN,crimea,20140304,24
295,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 020300.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_23.txt,CNN,crimea,20140304,23
296,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 012300.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_22.txt,CNN,crimea,20140304,22
297,11,18,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140304 005200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day18_CNN_crimea_21.txt,CNN,crimea,20140304,21
298,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140305 000003.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_Theguardian_crimea_183.txt,Theguardian,crimea,20140305,183
299,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140305 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_Theguardian_crimea_182.txt,Theguardian,crimea,20140305,182
300,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140305 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_Theguardian_crimea_181.txt,Theguardian,crimea,20140305,181
301,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140305 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_Theguardian_crimea_180.txt,Theguardian,crimea,20140305,180
302,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140305 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_NewYorkTimes_crimea_124.txt,NewYorkTimes,crimea,20140305,124
303,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140305 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_NewYorkTimes_crimea_123.txt,NewYorkTimes,crimea,20140305,123
304,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140305 231300.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_CNN_crimea_43.txt,CNN,crimea,20140305,43
305,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140305 210600.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_CNN_crimea_42.txt,CNN,crimea,20140305,42
306,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140305 181500.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_CNN_crimea_41.txt,CNN,crimea,20140305,41
307,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140305 181400.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_CNN_crimea_40.txt,CNN,crimea,20140305,40
308,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140305 181200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_CNN_crimea_39.txt,CNN,crimea,20140305,39
309,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140305 160700.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_CNN_crimea_38.txt,CNN,crimea,20140305,38
310,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140305 123500.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_CNN_crimea_37.txt,CNN,crimea,20140305,37
311,11,19,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140305 123200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day19_CNN_crimea_36.txt,CNN,crimea,20140305,36
312,11,24,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140310 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day24_Theguardian_crimea_193.txt,Theguardian,crimea,20140310,193
313,11,24,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140310 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day24_NewYorkTimes_crimea_132.txt,NewYorkTimes,crimea,20140310,132
314,11,26,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140312 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day26_Theguardian_crimea_195.txt,Theguardian,crimea,20140312,195
315,11,29,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140315 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day29_Theguardian_crimea_204.txt,Theguardian,crimea,20140315,204
316,11,29,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140315 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day29_Theguardian_crimea_203.txt,Theguardian,crimea,20140315,203
317,11,29,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\syria\20170503 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day29_NewYorkTimes_syria_39.txt,NewYorkTimes,syria,20170503,39
318,11,29,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140315 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day29_NewYorkTimes_crimea_136.txt,NewYorkTimes,crimea,20140315,136
319,11,29,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140315 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day29_NewYorkTimes_crimea_135.txt,NewYorkTimes,crimea,20140315,135
320,11,29,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140315 154200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day29_CNN_crimea_75.txt,CNN,crimea,20140315,75
321,11,29,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140315 004200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day29_CNN_crimea_74.txt,CNN,crimea,20140315,74
322,11,30,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\catalan\20171008 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day30_Theguardian_catalan_72.txt,Theguardian,catalan,20171008,72
323,11,30,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140316 000003.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day30_NewYorkTimes_crimea_140.txt,NewYorkTimes,crimea,20140316,140
324,11,30,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140316 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day30_NewYorkTimes_crimea_139.txt,NewYorkTimes,crimea,20140316,139
325,11,30,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140316 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day30_NewYorkTimes_crimea_138.txt,NewYorkTimes,crimea,20140316,138
326,11,30,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140316 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day30_NewYorkTimes_crimea_137.txt,NewYorkTimes,crimea,20140316,137
327,11,30,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140316 235200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day30_CNN_crimea_80.txt,CNN,crimea,20140316,80
328,11,30,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140316 081000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day30_CNN_crimea_77.txt,CNN,crimea,20140316,77
329,11,30,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140316 071700.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day30_CNN_crimea_76.txt,CNN,crimea,20140316,76
330,11,31,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140317 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day31_Theguardian_crimea_207.txt,Theguardian,crimea,20140317,207
331,11,31,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140317 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day31_Theguardian_crimea_206.txt,Theguardian,crimea,20140317,206
332,11,31,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140317 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day31_Theguardian_crimea_205.txt,Theguardian,crimea,20140317,205
333,11,31,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140317 161500.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day31_CNN_crimea_82.txt,CNN,crimea,20140317,82
334,11,31,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140317 114400.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day31_CNN_crimea_81.txt,CNN,crimea,20140317,81
335,11,32,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140318 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day32_Theguardian_crimea_209.txt,Theguardian,crimea,20140318,209
336,11,32,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140318 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day32_NewYorkTimes_crimea_142.txt,NewYorkTimes,crimea,20140318,142
337,11,32,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140318 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day32_NewYorkTimes_crimea_141.txt,NewYorkTimes,crimea,20140318,141
338,11,32,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140318 213100.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day32_CNN_crimea_85.txt,CNN,crimea,20140318,85
339,11,32,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140318 103600.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day32_CNN_crimea_83.txt,CNN,crimea,20140318,83
340,11,35,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140321 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day35_Theguardian_crimea_219.txt,Theguardian,crimea,20140321,219
341,11,35,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140321 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day35_Theguardian_crimea_218.txt,Theguardian,crimea,20140321,218
342,11,35,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140321 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day35_NewYorkTimes_crimea_148.txt,NewYorkTimes,crimea,20140321,148
343,11,35,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\brexit\20160707 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day35_NewYorkTimes_brexit_73.txt,NewYorkTimes,brexit,20160707,73
344,11,35,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140321 191500.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day35_CNN_crimea_97.txt,CNN,crimea,20140321,97
345,11,35,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\brexit\20160707 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day35_CNN_brexit_37.txt,CNN,brexit,20160707,37
346,11,35,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140321 172900.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day35_CNN_crimea_96.txt,CNN,crimea,20140321,96
347,11,35,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140321 161900.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day35_CNN_crimea_95.txt,CNN,crimea,20140321,95
348,11,35,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140321 091100.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day35_CNN_crimea_94.txt,CNN,crimea,20140321,94
349,11,37,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140323 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day37_Theguardian_crimea_221.txt,Theguardian,crimea,20140323,221
350,11,37,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140323 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day37_NewYorkTimes_crimea_150.txt,NewYorkTimes,crimea,20140323,150
351,11,37,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140323 175200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day37_CNN_crimea_99.txt,CNN,crimea,20140323,99
352,11,37,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140323 010900.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day37_CNN_crimea_98.txt,CNN,crimea,20140323,98
353,11,38,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140324 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day38_Theguardian_crimea_224.txt,Theguardian,crimea,20140324,224
354,11,38,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140324 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day38_Theguardian_crimea_222.txt,Theguardian,crimea,20140324,222
355,11,38,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140324 125200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day38_CNN_crimea_101.txt,CNN,crimea,20140324,101
356,11,38,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140324 140800.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day38_CNN_crimea_102.txt,CNN,crimea,20140324,102
357,11,38,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140324 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day38_Theguardian_crimea_223.txt,Theguardian,crimea,20140324,223
358,11,38,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\crimea\20140324 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day38_NewYorkTimes_crimea_151.txt,NewYorkTimes,crimea,20140324,151
359,11,39,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140325 203200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day39_CNN_crimea_107.txt,CNN,crimea,20140325,107
360,11,39,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140325 173000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day39_CNN_crimea_106.txt,CNN,crimea,20140325,106
361,11,39,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140325 132900.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day39_CNN_crimea_104.txt,CNN,crimea,20140325,104
362,11,39,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\crimea\20140325 003200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day39_CNN_crimea_103.txt,CNN,crimea,20140325,103
364,12,17,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\crimea\20140303 000004.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day17_Theguardian_crimea_175.txt,Theguardian,crimea,20140303,175
365,12,35,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\brexit\20160707 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day35_Theguardian_brexit_124.txt,Theguardian,brexit,20160707,124
366,13,0,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\syria\20170404 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day0_Theguardian_syria_41.txt,Theguardian,syria,20170404,41
367,13,0,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\syria\20170404 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day0_Theguardian_syria_40.txt,Theguardian,syria,20170404,40
368,13,0,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\syria\20170404 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day0_NewYorkTimes_syria_22.txt,NewYorkTimes,syria,20170404,22
369,13,0,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\syria\20170404 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day0_NewYorkTimes_syria_21.txt,NewYorkTimes,syria,20170404,21
370,13,0,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\syria\20170404 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day0_CNN_syria_2.txt,CNN,syria,20170404,2
371,13,0,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\syria\20170404 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day0_CNN_syria_1.txt,CNN,syria,20170404,1
373,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\turkish\20160717 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_Theguardian_turkish_17.txt,Theguardian,turkish,20160717,17
374,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\turkish\20160717 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_Theguardian_turkish_16.txt,Theguardian,turkish,20160717,16
375,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\syria\20170406 000003.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_Theguardian_syria_49.txt,Theguardian,syria,20170406,49
376,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\syria\20170406 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_Theguardian_syria_48.txt,Theguardian,syria,20170406,48
377,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\syria\20170406 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_Theguardian_syria_47.txt,Theguardian,syria,20170406,47
378,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140418 155700.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_CNN_sewol_9.txt,CNN,sewol,20140418,9
379,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140418 143900.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_CNN_sewol_8.txt,CNN,sewol,20140418,8
380,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140418 112300.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_CNN_sewol_7.txt,CNN,sewol,20140418,7
381,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140418 100200.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_CNN_sewol_6.txt,CNN,sewol,20140418,6
382,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140418 030400.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_CNN_sewol_5.txt,CNN,sewol,20140418,5
383,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140418 013500.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_CNN_sewol_4.txt,CNN,sewol,20140418,4
384,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\sewol\20140418 185000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_CNN_sewol_10.txt,CNN,sewol,20140418,10
385,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\Theguardian\syria\20170406 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_Theguardian_syria_46.txt,Theguardian,syria,20170406,46
386,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\syria\20170406 000002.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_NewYorkTimes_syria_29.txt,NewYorkTimes,syria,20170406,29
387,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\syria\20170406 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_NewYorkTimes_syria_28.txt,NewYorkTimes,syria,20170406,28
388,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\NewYorkTimes\syria\20170406 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_NewYorkTimes_syria_27.txt,NewYorkTimes,syria,20170406,27
389,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\syria\20170406 000001.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_CNN_syria_6.txt,CNN,syria,20170406,6
390,13,2,C:/Users/Yuhsuan/Desktop/MEMDS\CNN\syria\20170406 000000.txt,/Users/yuhsuan/Desktop/MEMDS/arrange_day_0/day2_CNN_syria_5.txt,CNN,syria,20170406,5
